"FeatureCode","DateCode","Measurement","Units","Value","Indicator..municipal.waste."
"S12000030","2010/2011","Count","Kg Per Capita",579,"Waste Arisings Per Capita (Kg)"
"S12000030","2004/2005","Count","ktonnes",24.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2011/2012","Count","Kg Per Capita",584,"Waste Arisings Per Capita (Kg)"
"S12000030","2005/2006","Count","ktonnes",24.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2008/2009","Count","ktonnes",18.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2008/2009","Count","Kg Per Capita",606,"Waste Arisings Per Capita (Kg)"
"S12000030","2006/2007","Count","ktonnes",22.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2009/2010","Count","Tonnes",51429,"Waste Arisings (Tonnes)"
"S12000030","2008/2009","Count","Tonnes",53506,"Waste Arisings (Tonnes)"
"S12000029","2004/2005","Count","Tonnes",204205,"Waste Arisings (Tonnes)"
"S12000029","2009/2010","Count","Tonnes",189864,"Waste Arisings (Tonnes)"
"S12000030","2004/2005","Count","Tonnes",60610,"Waste Arisings (Tonnes)"
"S12000030","2010/2011","Count","Tonnes",52051,"Waste Arisings (Tonnes)"
"S12000030","2011/2012","Count","Tonnes",52973,"Waste Arisings (Tonnes)"
"S12000030","2006/2007","Count","Kg Per Capita",650,"Waste Arisings Per Capita (Kg)"
"S12000030","2007/2008","Count","Tonnes",54858,"Waste Arisings (Tonnes)"
"S12000030","2006/2007","Count","Tonnes",57086,"Waste Arisings (Tonnes)"
"S12000030","2005/2006","Count","Tonnes",59813,"Waste Arisings (Tonnes)"
"S12000033","2006/2007","Count","Kg Per Capita",683,"Waste Arisings Per Capita (Kg)"
"S12000033","2009/2010","Count","ktonnes",55.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2009/2010","Count","Kg Per Capita",580,"Waste Arisings Per Capita (Kg)"
"S12000030","2005/2006","Count","Kg Per Capita",691,"Waste Arisings Per Capita (Kg)"
"S12000030","2007/2008","Count","Kg Per Capita",622,"Waste Arisings Per Capita (Kg)"
"S12000030","2007/2008","Count","ktonnes",19.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2004/2005","Count","Kg Per Capita",698,"Waste Arisings Per Capita (Kg)"
"S12000030","2010/2011","Count","ktonnes",15.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2009/2010","Count","ktonnes",16.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000030","2009/2010","Count","Kg Per Capita",580,"Waste Arisings Per Capita (Kg)"
"S12000029","2006/2007","Count","Tonnes",207966,"Waste Arisings (Tonnes)"
"S12000029","2007/2008","Count","Tonnes",204490,"Waste Arisings (Tonnes)"
"S12000029","2008/2009","Count","Tonnes",194746,"Waste Arisings (Tonnes)"
"S12000029","2011/2012","Count","Tonnes",175836,"Waste Arisings (Tonnes)"
"S12000029","2004/2005","Count","ktonnes",94.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2005/2006","Count","ktonnes",84.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2006/2007","Count","ktonnes",84.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2004/2005","Count","Kg Per Capita",713,"Waste Arisings Per Capita (Kg)"
"S12000028","2010/2011","Count","Kg Per Capita",695,"Waste Arisings Per Capita (Kg)"
"S12000028","2005/2006","Count","Kg Per Capita",706,"Waste Arisings Per Capita (Kg)"
"S12000028","2004/2005","Count","ktonnes",37.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2007/2008","Count","Tonnes",88593,"Waste Arisings (Tonnes)"
"S12000029","2010/2011","Count","Tonnes",177021,"Waste Arisings (Tonnes)"
"S12000028","2009/2010","Count","Kg Per Capita",751,"Waste Arisings Per Capita (Kg)"
"S12000029","2007/2008","Count","ktonnes",82,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2008/2009","Count","ktonnes",79.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2006/2007","Count","Kg Per Capita",676,"Waste Arisings Per Capita (Kg)"
"S12000029","2008/2009","Count","Kg Per Capita",628,"Waste Arisings Per Capita (Kg)"
"S12000029","2007/2008","Count","Kg Per Capita",661,"Waste Arisings Per Capita (Kg)"
"S12000029","2010/2011","Count","ktonnes",69.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2009/2010","Count","ktonnes",75.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000029","2009/2010","Count","Kg Per Capita",611,"Waste Arisings Per Capita (Kg)"
"S12000029","2010/2011","Count","Kg Per Capita",568,"Waste Arisings Per Capita (Kg)"
"S12000029","2005/2006","Count","Tonnes",202703,"Waste Arisings (Tonnes)"
"S12000029","2004/2005","Count","Kg Per Capita",669,"Waste Arisings Per Capita (Kg)"
"S12000029","2005/2006","Count","Kg Per Capita",662,"Waste Arisings Per Capita (Kg)"
"S12000029","2011/2012","Count","Kg Per Capita",562,"Waste Arisings Per Capita (Kg)"
"S12000034","2010/2011","Count","ktonnes",68.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2009/2010","Count","ktonnes",65.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2007/2008","Count","ktonnes",70.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2008/2009","Count","ktonnes",68.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2007/2008","Count","Kg Per Capita",643,"Waste Arisings Per Capita (Kg)"
"S12000034","2005/2006","Count","Kg Per Capita",656,"Waste Arisings Per Capita (Kg)"
"S12000034","2009/2010","Count","Kg Per Capita",620,"Waste Arisings Per Capita (Kg)"
"S12000034","2005/2006","Count","Tonnes",155123,"Waste Arisings (Tonnes)"
"S12000034","2009/2010","Count","Tonnes",151010,"Waste Arisings (Tonnes)"
"S12000034","2010/2011","Count","Tonnes",154164,"Waste Arisings (Tonnes)"
"S12000034","2004/2005","Count","Tonnes",150666,"Waste Arisings (Tonnes)"
"S12000034","2006/2007","Count","ktonnes",69.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2004/2005","Count","ktonnes",83.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2006/2007","Count","Tonnes",143342,"Waste Arisings (Tonnes)"
"S12000035","2006/2007","Count","Kg Per Capita",673,"Waste Arisings Per Capita (Kg)"
"S12000035","2007/2008","Count","ktonnes",25.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2005/2006","Count","Kg Per Capita",740,"Waste Arisings Per Capita (Kg)"
"S12000035","2007/2008","Count","Tonnes",62309,"Waste Arisings (Tonnes)"
"S12000035","2006/2007","Count","ktonnes",26.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2011/2012","Count","Kg Per Capita",629,"Waste Arisings Per Capita (Kg)"
"S12000035","2010/2011","Count","ktonnes",20.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2008/2009","Count","ktonnes",24.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000035","2009/2010","Count","ktonnes",21.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2005/2006","Count","ktonnes",81.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000034","2008/2009","Count","Kg Per Capita",623,"Waste Arisings Per Capita (Kg)"
"S12000035","2004/2005","Count","Tonnes",62240,"Waste Arisings (Tonnes)"
"S12000035","2004/2005","Count","Kg Per Capita",681,"Waste Arisings Per Capita (Kg)"
"S12000035","2004/2005","Count","ktonnes",33.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2004/2005","Count","ktonnes",74.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2005/2006","Count","ktonnes",68.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2009/2010","Count","Tonnes",123966,"Waste Arisings (Tonnes)"
"S12000033","2008/2009","Count","Tonnes",132078,"Waste Arisings (Tonnes)"
"S12000033","2004/2005","Count","Tonnes",131339,"Waste Arisings (Tonnes)"
"S12000033","2011/2012","Count","Tonnes",114619,"Waste Arisings (Tonnes)"
"S12000033","2010/2011","Count","Tonnes",118049,"Waste Arisings (Tonnes)"
"S12000033","2008/2009","Count","ktonnes",63.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2008/2009","Count","Kg Per Capita",628,"Waste Arisings Per Capita (Kg)"
"S12000033","2005/2006","Count","Kg Per Capita",658,"Waste Arisings Per Capita (Kg)"
"S12000033","2010/2011","Count","Kg Per Capita",544,"Waste Arisings Per Capita (Kg)"
"S12000033","2011/2012","Count","Kg Per Capita",520,"Waste Arisings Per Capita (Kg)"
"S12000033","2007/2008","Count","Kg Per Capita",662,"Waste Arisings Per Capita (Kg)"
"S12000033","2004/2005","Count","Kg Per Capita",648,"Waste Arisings Per Capita (Kg)"
"S12000034","2007/2008","Count","Tonnes",153731,"Waste Arisings (Tonnes)"
"S12000034","2006/2007","Count","Kg Per Capita",607,"Waste Arisings Per Capita (Kg)"
"S12000034","2008/2009","Count","Tonnes",150372,"Waste Arisings (Tonnes)"
"S12000034","2011/2012","Count","Kg Per Capita",595,"Waste Arisings Per Capita (Kg)"
"S12000034","2010/2011","Count","Kg Per Capita",627,"Waste Arisings Per Capita (Kg)"
"S12000034","2011/2012","Count","Tonnes",147340,"Waste Arisings (Tonnes)"
"S12000034","2004/2005","Count","Kg Per Capita",652,"Waste Arisings Per Capita (Kg)"
"S12000033","2007/2008","Count","ktonnes",67.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2006/2007","Count","Tonnes",141296,"Waste Arisings (Tonnes)"
"S12000033","2006/2007","Count","ktonnes",69.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000033","2007/2008","Count","Tonnes",138459,"Waste Arisings (Tonnes)"
"S12000033","2005/2006","Count","Tonnes",133675,"Waste Arisings (Tonnes)"
"S12000033","2010/2011","Count","ktonnes",49.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2007/2008","Count","Tonnes",14883,"Waste Arisings (Tonnes)"
"S12000023","2008/2009","Count","Kg Per Capita",743,"Waste Arisings Per Capita (Kg)"
"S12000023","2009/2010","Count","Kg Per Capita",769,"Waste Arisings Per Capita (Kg)"
"S12000023","2011/2012","Count","Kg Per Capita",744,"Waste Arisings Per Capita (Kg)"
"S12000023","2004/2005","Count","ktonnes",1.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2005/2006","Count","ktonnes",0.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2008/2009","Count","Tonnes",14776,"Waste Arisings (Tonnes)"
"S12000023","2004/2005","Count","Tonnes",13771,"Waste Arisings (Tonnes)"
"S12000023","2005/2006","Count","Kg Per Capita",713,"Waste Arisings Per Capita (Kg)"
"S12000023","2006/2007","Count","Kg Per Capita",749,"Waste Arisings Per Capita (Kg)"
"S12000023","2006/2007","Count","ktonnes",0.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2007/2008","Count","Kg Per Capita",749,"Waste Arisings Per Capita (Kg)"
"S12000023","2005/2006","Count","Tonnes",13968,"Waste Arisings (Tonnes)"
"S12000023","2009/2010","Count","ktonnes",0.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2009/2010","Count","ktonnes",25.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2010/2011","Count","ktonnes",23,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2005/2006","Count","Tonnes",73214,"Waste Arisings (Tonnes)"
"S12000026","2006/2007","Count","ktonnes",30.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2011/2012","Count","Kg Per Capita",576,"Waste Arisings Per Capita (Kg)"
"S12000026","2010/2011","Count","Kg Per Capita",600,"Waste Arisings Per Capita (Kg)"
"S12000026","2007/2008","Count","ktonnes",29.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2008/2009","Count","ktonnes",0.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2010/2011","Count","ktonnes",0.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2009/2010","Count","Tonnes",15354,"Waste Arisings (Tonnes)"
"S12000023","2011/2012","Count","Tonnes",14992,"Waste Arisings (Tonnes)"
"S12000026","2006/2007","Count","Tonnes",73625,"Waste Arisings (Tonnes)"
"S12000026","2004/2005","Count","ktonnes",46.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000023","2006/2007","Count","Tonnes",14801,"Waste Arisings (Tonnes)"
"S12000021","2011/2012","Count","Tonnes",80282,"Waste Arisings (Tonnes)"
"S12000021","2009/2010","Count","Kg Per Capita",631,"Waste Arisings Per Capita (Kg)"
"S12000021","2010/2011","Count","ktonnes",26.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2005/2006","Count","ktonnes",37.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2010/2011","Count","Kg Per Capita",625,"Waste Arisings Per Capita (Kg)"
"S12000021","2011/2012","Count","Kg Per Capita",594,"Waste Arisings Per Capita (Kg)"
"S12000021","2009/2010","Count","ktonnes",29.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2005/2006","Count","Kg Per Capita",637,"Waste Arisings Per Capita (Kg)"
"S12000021","2008/2009","Count","Kg Per Capita",647,"Waste Arisings Per Capita (Kg)"
"S12000021","2007/2008","Count","Kg Per Capita",666,"Waste Arisings Per Capita (Kg)"
"S12000021","2006/2007","Count","Kg Per Capita",646,"Waste Arisings Per Capita (Kg)"
"S12000021","2004/2005","Count","ktonnes",37.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2007/2008","Count","ktonnes",36.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2004/2005","Count","Kg Per Capita",608,"Waste Arisings Per Capita (Kg)"
"S12000021","2005/2006","Count","Tonnes",87205,"Waste Arisings (Tonnes)"
"S12000023","2010/2011","Count","Kg Per Capita",776,"Waste Arisings Per Capita (Kg)"
"S12000021","2008/2009","Count","Tonnes",87963,"Waste Arisings (Tonnes)"
"S12000021","2004/2005","Count","Tonnes",82423,"Waste Arisings (Tonnes)"
"S12000023","2010/2011","Count","Tonnes",15604,"Waste Arisings (Tonnes)"
"S12000023","2004/2005","Count","Kg Per Capita",706,"Waste Arisings Per Capita (Kg)"
"S12000023","2007/2008","Count","ktonnes",0.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2009/2010","Count","Tonnes",85518,"Waste Arisings (Tonnes)"
"S12000021","2010/2011","Count","Tonnes",84483,"Waste Arisings (Tonnes)"
"S12000021","2008/2009","Count","ktonnes",32.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2006/2007","Count","ktonnes",38,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000021","2006/2007","Count","Tonnes",87541,"Waste Arisings (Tonnes)"
"S12000021","2007/2008","Count","Tonnes",90444,"Waste Arisings (Tonnes)"
"S12000027","2008/2009","Count","ktonnes",0.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2009/2010","Count","Tonnes",83740,"Waste Arisings (Tonnes)"
"S12000027","2006/2007","Count","Kg Per Capita",569,"Waste Arisings Per Capita (Kg)"
"S12000027","2007/2008","Count","ktonnes",0.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2008/2009","Count","Tonnes",82240,"Waste Arisings (Tonnes)"
"S12000028","2011/2012","Count","Tonnes",74174,"Waste Arisings (Tonnes)"
"S12000028","2010/2011","Count","Tonnes",77501,"Waste Arisings (Tonnes)"
"S12000027","2011/2012","Count","Kg Per Capita",603,"Waste Arisings Per Capita (Kg)"
"S12000027","2008/2009","Count","Kg Per Capita",529,"Waste Arisings Per Capita (Kg)"
"S12000027","2010/2011","Count","Kg Per Capita",597,"Waste Arisings Per Capita (Kg)"
"S12000027","2004/2005","Count","Tonnes",14293,"Waste Arisings (Tonnes)"
"S12000027","2008/2009","Count","Tonnes",11624,"Waste Arisings (Tonnes)"
"S12000027","2011/2012","Count","Tonnes",13574,"Waste Arisings (Tonnes)"
"S12000027","2006/2007","Count","Tonnes",12453,"Waste Arisings (Tonnes)"
"S12000028","2010/2011","Count","ktonnes",24.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2005/2006","Count","ktonnes",28.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2007/2008","Count","ktonnes",27.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2009/2010","Count","ktonnes",26.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2005/2006","Count","Tonnes",78701,"Waste Arisings (Tonnes)"
"S12000028","2006/2007","Count","Tonnes",84147,"Waste Arisings (Tonnes)"
"S12000028","2006/2007","Count","Kg Per Capita",754,"Waste Arisings Per Capita (Kg)"
"S12000028","2007/2008","Count","Kg Per Capita",793,"Waste Arisings Per Capita (Kg)"
"S12000028","2006/2007","Count","ktonnes",28,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000028","2008/2009","Count","Kg Per Capita",736,"Waste Arisings Per Capita (Kg)"
"S12000028","2004/2005","Count","Tonnes",76274,"Waste Arisings (Tonnes)"
"S12000028","2011/2012","Count","Kg Per Capita",665,"Waste Arisings Per Capita (Kg)"
"S12000028","2008/2009","Count","ktonnes",26.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2005/2006","Count","Kg Per Capita",665,"Waste Arisings Per Capita (Kg)"
"S12000026","2004/2005","Count","Kg Per Capita",731,"Waste Arisings Per Capita (Kg)"
"S12000026","2009/2010","Count","Tonnes",70498,"Waste Arisings (Tonnes)"
"S12000026","2006/2007","Count","Kg Per Capita",668,"Waste Arisings Per Capita (Kg)"
"S12000026","2008/2009","Count","Kg Per Capita",655,"Waste Arisings Per Capita (Kg)"
"S12000026","2005/2006","Count","ktonnes",38.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2007/2008","Count","Kg Per Capita",690,"Waste Arisings Per Capita (Kg)"
"S12000026","2011/2012","Count","Tonnes",65207,"Waste Arisings (Tonnes)"
"S12000026","2004/2005","Count","Tonnes",79876,"Waste Arisings (Tonnes)"
"S12000026","2008/2009","Count","ktonnes",27.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000026","2007/2008","Count","Tonnes",76914,"Waste Arisings (Tonnes)"
"S12000026","2010/2011","Count","Tonnes",67749,"Waste Arisings (Tonnes)"
"S12000026","2009/2010","Count","Kg Per Capita",626,"Waste Arisings Per Capita (Kg)"
"S12000026","2008/2009","Count","Tonnes",73617,"Waste Arisings (Tonnes)"
"S12000027","2005/2006","Count","ktonnes",2.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000027","2004/2005","Count","ktonnes",2.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000027","2009/2010","Count","Tonnes",13996,"Waste Arisings (Tonnes)"
"S12000027","2006/2007","Count","ktonnes",0.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000027","2005/2006","Count","Tonnes",13086,"Waste Arisings (Tonnes)"
"S12000027","2010/2011","Count","ktonnes",0.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000027","2009/2010","Count","ktonnes",0.5,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000027","2007/2008","Count","Kg Per Capita",537,"Waste Arisings Per Capita (Kg)"
"S12000027","2004/2005","Count","Kg Per Capita",592,"Waste Arisings Per Capita (Kg)"
"S12000027","2009/2010","Count","Kg Per Capita",630,"Waste Arisings Per Capita (Kg)"
"S12000027","2005/2006","Count","Kg Per Capita",616,"Waste Arisings Per Capita (Kg)"
"S12000027","2010/2011","Count","Tonnes",13365,"Waste Arisings (Tonnes)"
"S12000027","2007/2008","Count","Tonnes",11790,"Waste Arisings (Tonnes)"
"S12000045","2011/2012","Count","Tonnes",61988,"Waste Arisings (Tonnes)"
"S12000045","2005/2006","Count","Kg Per Capita",688,"Waste Arisings Per Capita (Kg)"
"S12000045","2011/2012","Count","Kg Per Capita",593,"Waste Arisings Per Capita (Kg)"
"S12000045","2010/2011","Count","Kg Per Capita",631,"Waste Arisings Per Capita (Kg)"
"S12000045","2006/2007","Count","Kg Per Capita",703,"Waste Arisings Per Capita (Kg)"
"S12000046","2011/2012","Count","Kg Per Capita",508,"Waste Arisings Per Capita (Kg)"
"S12000045","2004/2005","Count","Kg Per Capita",686,"Waste Arisings Per Capita (Kg)"
"S12000045","2006/2007","Count","Tonnes",74098,"Waste Arisings (Tonnes)"
"S12000045","2007/2008","Count","Kg Per Capita",715,"Waste Arisings Per Capita (Kg)"
"S12000045","2010/2011","Count","ktonnes",24.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2005/2006","Count","Tonnes",73605,"Waste Arisings (Tonnes)"
"S12000045","2008/2009","Count","Kg Per Capita",690,"Waste Arisings Per Capita (Kg)"
"S12000045","2009/2010","Count","Kg Per Capita",662,"Waste Arisings Per Capita (Kg)"
"S12000045","2010/2011","Count","Tonnes",66003,"Waste Arisings (Tonnes)"
"S12000046","2009/2010","Count","Tonnes",326987,"Waste Arisings (Tonnes)"
"S12000046","2008/2009","Count","Tonnes",347262,"Waste Arisings (Tonnes)"
"S12000046","2004/2005","Count","ktonnes",198.1,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2010/2011","Count","ktonnes",153.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000046","2005/2006","Count","Kg Per Capita",625,"Waste Arisings Per Capita (Kg)"
"S12000046","2010/2011","Count","Tonnes",334906,"Waste Arisings (Tonnes)"
"S12000046","2008/2009","Count","Kg Per Capita",594,"Waste Arisings Per Capita (Kg)"
"S12000046","2004/2005","Count","Kg Per Capita",613,"Waste Arisings Per Capita (Kg)"
"S12000046","2010/2011","Count","Kg Per Capita",565,"Waste Arisings Per Capita (Kg)"
"S12000046","2005/2006","Count","Tonnes",397880,"Waste Arisings (Tonnes)"
"S12000046","2006/2007","Count","Kg Per Capita",635,"Waste Arisings Per Capita (Kg)"
"S12000046","2004/2005","Count","Tonnes",354469,"Waste Arisings (Tonnes)"
"S12000046","2007/2008","Count","Tonnes",363041,"Waste Arisings (Tonnes)"
"S12000046","2006/2007","Count","Tonnes",369025,"Waste Arisings (Tonnes)"
"S12000044","2004/2005","Count","Kg Per Capita",636,"Waste Arisings Per Capita (Kg)"
"S12000044","2006/2007","Count","Kg Per Capita",706,"Waste Arisings Per Capita (Kg)"
"S12000044","2007/2008","Count","Tonnes",238209,"Waste Arisings (Tonnes)"
"S12000044","2009/2010","Count","Kg Per Capita",682,"Waste Arisings Per Capita (Kg)"
"S12000044","2004/2005","Count","Tonnes",216680,"Waste Arisings (Tonnes)"
"S12000044","2005/2006","Count","Kg Per Capita",716,"Waste Arisings Per Capita (Kg)"
"S12000044","2005/2006","Count","Tonnes",231898,"Waste Arisings (Tonnes)"
"S12000044","2004/2005","Count","ktonnes",101.2,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2010/2011","Count","Tonnes",207166,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","ktonnes",79.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2009/2010","Count","ktonnes",71.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000044","2011/2012","Count","Tonnes",178296,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","Kg Per Capita",690,"Waste Arisings Per Capita (Kg)"
"S12000044","2007/2008","Count","Kg Per Capita",734,"Waste Arisings Per Capita (Kg)"
"S12000045","2007/2008","Count","ktonnes",30.7,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2007/2008","Count","Tonnes",74941,"Waste Arisings (Tonnes)"
"S12000045","2005/2006","Count","ktonnes",32.8,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2009/2010","Count","ktonnes",27.3,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2008/2009","Count","Tonnes",72215,"Waste Arisings (Tonnes)"
"S12000045","2004/2005","Count","Tonnes",73082,"Waste Arisings (Tonnes)"
"S12000045","2009/2010","Count","Tonnes",69301,"Waste Arisings (Tonnes)"
"S12000044","2006/2007","Count","Tonnes",228455,"Waste Arisings (Tonnes)"
"S12000044","2008/2009","Count","Tonnes",224699,"Waste Arisings (Tonnes)"
"S12000044","2009/2010","Count","Tonnes",222396,"Waste Arisings (Tonnes)"
"S12000045","2006/2007","Count","ktonnes",31,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2008/2009","Count","ktonnes",29.4,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000045","2004/2005","Count","ktonnes",37.9,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2006/2007","Count","Tonnes",107424,"Waste Arisings (Tonnes)"
"S12000048","2011/2012","Count","Tonnes",94233,"Waste Arisings (Tonnes)"
"S12000048","2004/2005","Count","Tonnes",99030,"Waste Arisings (Tonnes)"
"S12000048","2007/2008","Count","Tonnes",105910,"Waste Arisings (Tonnes)"
"S12000048","2005/2006","Count","Tonnes",103048,"Waste Arisings (Tonnes)"
"S12000048","2009/2010","Count","ktonnes",30.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2009/2010","Count","Tonnes",95201,"Waste Arisings (Tonnes)"
"S12000047","2005/2006","Count","Kg Per Capita",691,"Waste Arisings Per Capita (Kg)"
"S12000047","2006/2007","Count","Kg Per Capita",708,"Waste Arisings Per Capita (Kg)"
"S12000047","2008/2009","Count","Kg Per Capita",685,"Waste Arisings Per Capita (Kg)"
"S12000047","2011/2012","Count","Kg Per Capita",694,"Waste Arisings Per Capita (Kg)"
"S12000048","2008/2009","Count","Kg Per Capita",682,"Waste Arisings Per Capita (Kg)"
"S12000048","2008/2009","Count","Tonnes",98374,"Waste Arisings (Tonnes)"
"S12000048","2007/2008","Count","Kg Per Capita",745,"Waste Arisings Per Capita (Kg)"
"S12000048","2010/2011","Count","Tonnes",92808,"Waste Arisings (Tonnes)"
"S12000048","2011/2012","Count","Kg Per Capita",630,"Waste Arisings Per Capita (Kg)"
"S12000048","2005/2006","Count","Kg Per Capita",744,"Waste Arisings Per Capita (Kg)"
"S12000048","2006/2007","Count","Kg Per Capita",766,"Waste Arisings Per Capita (Kg)"
"S12000048","2006/2007","Count","ktonnes",44.6,"Biodegradable Municipal Waste Sent To Landfill (Ktonnes)"
"S12000048","2004/2005","Count","Kg Per Capita",730,"Waste Arisings Per Capita (Kg)"
"S12000048","2009/2010","Count","Kg Per Capita",652,"Waste Arisings Per Capita (Kg)"
